customer_tweet,company_tweet,company
Cuando @116875 no envía mi #WWE2K18 el dia de lanzamiento pero ya me lo cobró. https://t.co/2Rim4sMRmA,"@503521 Hola Saúl, ¿cuál es la fecha estimada de entrega del pedido? ¿Seleccionaste la opción de Entrega el día del lanzamiento? ^LG",AmazonHelp
@115850 my prime membership expires in Feb. But I want to renew it now itself for an year. How to do that?,@169716 You'll be able to renew your prime membership once the current subscription expires. ^AB,AmazonHelp
"@115850 she don't hav any phn to access Internet or call,it ll b knd of u if u cntct her on 0141 2576706. https://t.co/wTbC7Fm81o",@285589 Hey! Do ask your friend to contact us via chat/email by visiting here: https://t.co/vlvfJr4nN9 ^RB,AmazonHelp
Grazie @120540 per rendere questi lunedí un po’ meno lunedí 😍 https://t.co/j8c2PAozMs,"@480572 Grazie a te! ☺️ Dai, appena 12 ore e il lunedì sarà finito: ce la possiamo fare! 😄 ^EA",AmazonHelp
"Listen @115821, I have patience for an occasional delay in shipment but NOT WHEN IT IS MY CHRISTMAS LIGHTS https://t.co/r3x41S917a",@259744 I'm sorry for this wait. Did you receive a notification of a new delivery estimate?  ^DO,AmazonHelp
@AmazonHelp I want to pay my telephone and electricity bills through Amazon Pay in India. Make it happen guys!,"@217506 As of now, we don't have this facility, I'll forward your comments to the relevant team &amp; we'll be happy to work on this. ^MJ",AmazonHelp
"@116316 sagt, mein Päckchen sei gestern geliefert worden. Weder das Päckchen noch ich wissen davon.","@799336 Wenn weder du, noch das Päckchen weiß, wo es ist, frag doch bitte mal bei uns nach, solltest du es noch nicht getan haben. Meine Kollegen starten gleich eine Suchanfrage, wenn du dich über folgenden Link gemeldet hast: https://t.co/ohyvGrpvrY Viele Grüße ^TR",AmazonHelp
うわー、amazon echo楽しい〜！ ピカチュウトーク、ほんとに「ピカピカ」しか言わへん！wwwww #AmazonEcho,@241605 ピカピカー！ヽ(*^^*)ノ ＊訳：ご購入ありがとうございました！TN,AmazonHelp
"アマゾンコンビニ支払いにしたけど

支払いの番号のメール来ない🧐

注文確定のメールくるのに🤪",@716681 お待たせしております。https://t.co/st4oU5QbhPが発送する商品の場合、お支払い番号は商品が出荷準備に入りしだい発行されます。詳しくは、こちらのヘルプページをご参照ください。https://t.co/MCsyqdVdSq YM https://t.co/mbIIrDUU2k,AmazonHelp
@115821 I used to be your #1 fan. Too many broken promises of 2-day shipping. I'm tired of the disappointment and date of delivery changes!,"@272291 I'm so sorry we've disappointed you, Kristin! This certainly isn't what we want to hear from our customers, and we'd like to help out in any way we can. Do you notice the delays happening with a certain carrier? You can check here: https://t.co/Y5jpI9gRhE. ^WJ",AmazonHelp
@AmazonHelp India supervisor has hung up twice on me now and gave me another number for the uk customer services which is wrong JOKE,@437084 I fully understand your frustration. This is not the service we expect. Can you please tell us more about your issue? ^TP,AmazonHelp
@115850 #bad experience. Paid Exp delvy request but packet not delivered #poor service https://t.co/xLp6kCeSEu,"@563460 Sorry about the delay in the delivery, Puneet. Have you reported this to our support team here: https://t.co/vlvfJr4nN9 ? ^MA",AmazonHelp
@119625 why you people dont show bahubali 2 in hindi,@740588 We keep adding new content. I'll surely forward your preference as feedback internally and will work on it. ^PR,AmazonHelp
@115830 how come my Listen Without Prejudice 25 is released today yet my order is due on the 24th Oct? 203-3644993-1647508,@690881 We'd be happy to look at that for you. Just click the link and follow the prompts:  https://t.co/JzP7hlA23B ^EM,AmazonHelp
Amazon勝手にプライム会員なってて会費取られてるんだけどきも,"@334190 (2/2)有料会員移行後に特典のご利用が無ければ、キャンセル・返金を承る事も可能です。詳細はこちら&gt; https://t.co/wdPTbEULCH  
プライム特典の一覧はこちらをご参照ください&gt; https://t.co/AbfeovjCgG YM",AmazonHelp
@amazonhelp @116090  contact page on amazon goes to login and the issue is login. Illogical much?,@423463 I'm sorry for the sign in problems! Use this link to contact in for account issues: https://t.co/WEPgk6tnI5 ^GL,AmazonHelp
"Hi @115821, not sure how this is acceptable on a Sunday night after dark. You might want to talk to your delivery person. https://t.co/iHgiNSfb0N","@785323 I'm sorry for the poor experience. Thank you for taking the time to share your experience. If you'd like to send this feedback directly to our transportation team, you can e-mail them here: https://t.co/hApLpMlfHN ^KB",AmazonHelp
"@115850 
Hey team I want to know that 
How much cashback I got when I purchase Nokia 6 in this Nokia week 13 to 17 Nov.2017
But I am not a prime member 
Kindly reply ASAP","@710012 Hi, I see that the cash back for non-prime members using Amazon Pay balance is Rs 1500. You can check here: https://t.co/QxQ3iaTWtb for more info. ^VN",AmazonHelp
Hey @115850 - I keep getting this error on Amazon Now everytime I add a product to my cart. https://t.co/QM5yATrrJZ,@548829 I'm sorry about this. Kindly report this to our support team through the app and we'll be happy to assist. ^SH,AmazonHelp
"@117086  eu estou decepcionada com a amazon, vcs vendem livros sem ao menos dar um aviso prévio de que o livro é versão econômica!! nunca mais compro com vcs.","@789620 Olá Ana, lamentamos o inconveniente. Por favor, poderia nós enviar o link do livro para verificar a informação? ^DA",AmazonHelp
@115830 thanks so much for dumping Christmas presents 4 neighbours away behind their wheelie bin in the rain. Love your service! https://t.co/paJ4vWox3y,"@788653 I'm terrible sorry your package arrived in such horrible condition! This is not how we want our packages delivered. Please reach out to us here; https://t.co/JzP7hlA23B so we can look into this for you.
^AV",AmazonHelp
@AmazonHelp I just bought a one month of psn but when I go to redeem it it says the code is invalid,@727103 Sorry about the inconvenience! Is the order still pending by any chance? You can check here: https://t.co/Y5jpI9gRhE ^TR,AmazonHelp
"@115850 
#RedTapeAppQuiz
Done https://t.co/Fakbv2qpJR","@623793 Glad to hear that, Prince. Wishing you luck for the contest. :) ^NK",AmazonHelp
"@115821 @115850 Tracking No: 119106229908 ordered for oneplus5 to gift dear one, being prime member still Item not received. Very Sad.","@452936 Please don't provide your order details, we consider it to be personal info. Our Twitter page is visible to the public. ^MP(2/2)",AmazonHelp
"@115850 it is really sad to know that you ppl sell lots of book online, but don't give one bookmark also with books.","@121288 Although we try to include bookmarks with several book orders, you may not receive it for every book. (2/2)^SF",AmazonHelp
"Bon @120533 , vous etes gentil... On commande un objet samedi pour le recevoir mercredi
Au final, le truc est envoyé aujourd'hui pour une reception lundi prochain...
Et tout cela dans le plus grand des calmes ...","@694013 Bonsoir, quelle était la date de livraison confirmée par e-mail s'il vous plaît? ^MA",AmazonHelp
"@115821 I’ve just encountered the most unhelpful &amp; rudest man at one of your dedicated collection points! If he is promoting your business then he should be struck off immediately, I had to walk out! Now inconvenience to take it elsewhere #unhappy","@798780 Really sorry about this, was it a locker collection you were at? ^KM",AmazonHelp
@115830 You guys talk a lot of the tech you use but you just shipped me a 100 tablets centrum box and the box says they expire in 60 days. I am supposed to take 1 a day. Common sense !!,@625250 I'm sorry to hear about this. Please visit: http:https://t.co/5RcjVPJgUP to arrange a return and replacement if available. ^MI,AmazonHelp
@116875 podrían ayudarme? Tengo problemas con un pedido.,"@807471 ¡Hola! Con mucho gusto. Sin compartir información personal, ¿cómo te podemos ayudar? ^LC",AmazonHelp
何も注文してないのに、Amazonから不在入ってんだけど。,@294492 リプライ失礼いたします。お心当たりのない商品をお受け取りの場合、カスタマーサービスにてお調べのうえで対応させていただきますので、こちらよりお問い合わせください。https://t.co/Ga4jPz5Hth  HM,AmazonHelp
"EVERY time I order from amazon, I pay for same day and 3 days later they keep claiming they failed to deliver. IM AT HOME. @AmazonHelp @115830","@220824 Hi Jess, I am sorry to hear that could you provide us with more information about this so we can assist you please ^ HS",AmazonHelp
lo volviste a hacer pinche @116875 sabias que estaba esperando el precio correcto para comprar los tenis y boom,"@194208 Lamento cualquier inconveniente, ¿Podrías comentarnos más sobre lo que ha ocurrido sin publicar detalles de tu cuenta? ^AZ",AmazonHelp
My new Sleeping Beauties book is falling apart. 😔#amazonprime @115830 @208831 @43277 https://t.co/FHAKWGEgGp,@352826 Oh no! I'm sorry to hear this. You can find return options here: https://t.co/N7E0OPo3Le ^JF,AmazonHelp
Fucking HELL. My @AmazonHelp Prime membership came out of my debit card instead of credit. So much for food til next payday :(,@130913 Uh oh! We'd like to take a look at available options with you. Please reach us via phone here: https://t.co/hApLpMlfHN ^KP,AmazonHelp
When you depend on your @115821 order to arrive on time....and it doesn't. 😩😐,"@461384 Terribly sorry about that Natalie! When was the promised delivery date, and who was supposed to make the delivery? ^JD",AmazonHelp
"Dear @115850  if there is any price error ! Is it my responsibility or URS ! To correct it ! I have booked a product in price error i should have get it ! Because i have ordered item through you  ( or any compensation ) 
I m right ? @115850","@254967 The pricing and offers are decision of the sellers. The constantly changing marketplace and our efforts to offer you the lowest price, may result in fluctuations in our prices over time. We do not offer any compensation, I will be sure to pass your feedback. ^BS",AmazonHelp
@115821 rendez moi mon argent bordel!!!! Rendez moi mon putain d’argent!!!,"@754108 Bonjour, pourriez-vous nous expliquer davantage votre problème je vous prie? ^BR",AmazonHelp
@115850 Thanks for making this Diwali memorable bought many items from during #GreatIndianSale Thanks @115850,@619284 You're welcome. Wish you a Happy Diwali. ^SH,AmazonHelp
@116928  Hola!  Tenia un envío previsto para ayer y no me ha llegado nada. Que puedo hacer?,"@662929 ¡Hola, Félix! Lamentamos mucho estos inconvenientes. ¿Podrías indicarnos si este pedido que esperas es vendido directamente por Amazon o por un vendedor externo?
Saludos. ^ES",AmazonHelp
I want to order from Amazon but I'm afraid they would screw up my order again😐,"@802826 Oh no! Did something happen with a recent order? If so, we'd like to help! ^JO",AmazonHelp
Hmmm... Is this You? @115821 https://t.co/iWZHLMpI8Z,@222188 You can find tips on finding out whether an e-mail came from us here: https://t.co/PsnSSt5PvJ I hope this helps! ^MT,AmazonHelp
@122232 lost my @115830 order &amp; there's nothing that can be done apart from re-order and wait even longer for it to come. JOYS OF PRIME 😤,@193117 Sorry about it Natalie! Was it something urgent? ^AT,AmazonHelp
@115830 is it ok to send 4 pool cues in such s large box &amp; do much paper #shame #Packaging https://t.co/hQ6xlZzcYy,@309909 Oh my! We're always looking to improve! Please give us your packaging feedback here:  https://t.co/TH7UAFZey5 ^JD,AmazonHelp
@115821 pretty sure it's illegal to charge me for a prime membership without my consent so thanks for that little episode today 🙂,"@713394 I'm sorry for any inconvenience this may have caused, Alexis! Just to clarify, were you able to cancel the membership and request a refund? https://t.co/hmUsKHkYBh. ^AL",AmazonHelp
@115850 order id #405-4047538-8095512 suppose to deliver today but not. Fake reporting done regarding address not clear by courier. Person called on 18th and says packet will b deliverd on 19th &amp; my son is still waiting for his gift. #hopeless1stTime,"@632915 Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. ^VN (2/2)",AmazonHelp
@AmazonHelp @115821 @115850 why is it that the listed price changes after I have made the payment esp in case of 'seller fullfillment',"@436436 Oh, that's unusual! We'd like to look into this, kindly connect with us here: https://t.co/vlvfJr4nN9 ^MA",AmazonHelp
"@115821 Your new AMZL carrier is the worst! 2 lost packages in 2 weeks, 2 delivered incorrectly and 1 delayed. CS is joke about this issue.",@172910 I'm very sorry for the poor experience! I would like one of our Social Media specialists to look into this with you. Please provide the information that is requested here: https://t.co/LFHlfiebH5 so we can get this escalated to the proper team. ^ZW,AmazonHelp
"@AmazonHelp just wondering, it's already 5 PM where i'm at, and it still says ""not shipped"" even though expected shipping day is today https://t.co/wCzqgumV66",@410863 I'm sorry! The screenshot shows your order is set to arrive in two days on the 27th. Was there a delay on the order? ^AC,AmazonHelp
Second time in few weeks Amazon sent package to wrong carrier and delayed. Prime member and over this kind of service.,@448552 Oh no! We want to make sure to give the best solution. Which one of our websites do you use with us? Can you tell us more? ^FR,AmazonHelp
"@116875 hola buenas tardes, cómo puedo saber dónde está exactamente el repartidor de mi pedido ya que en la app de Amazon México me dice que hoy hacen la entrega?! Me informaron eso a las 12:30 del dia","@760156 Hola, Ivan. La entrega puede ocurrir en cualquier momento del día. El horario de entrega depende de cada transportista, pero usualmente pueden terminar de repartir pasadas las 9PM. ^JQ",AmazonHelp
@115821 thank you soooo much for holding off my delivery that I was expecting and not actually delivering it because no one was there!!,@388555 Oh no! I'm sorry for the troubles with your order! Can you tell me which site you order from and the current status? ^FR,AmazonHelp
"An hour ago, Amazon listed an item at discounted amount if I ordered within the next TEN hours... I just checked the item's description to determine if I wanted it.. Now I only have TWO hours and 10 mins.... WHY??? @AmazonHelp",@263288 That's a big jump in time! Will you tell us what is the item you're currently looking at? ^SY,AmazonHelp
".@AmazonHelp does this make sense for a package to go to Jersey from Allentown, then back to Delaware? Wouldn't it make sense for the truck go right down to Delaware instead of crossing the river twice? https://t.co/tku980k2t3","@117986 I'm sorry, we're unable to provide any insight into the shipping route. We'd like to make sure your order arrives by 8PM. Please keep us posted on your delivery. ^RA",AmazonHelp
Purchased a shoe from @115850 and with it comes a letter that degrades them. Called customer care of @115850 7 times but no resolution https://t.co/kbm9puksrA,@282031 I understand that you are not satisfied with our support team for the concern you raised about the letter you received with the order. Please provide your details here: https://t.co/beaaDm0muc &amp; we'll look into this. ^SF,AmazonHelp
Someone stole all of my birthday presents from amazon that were on my porch. I’m so mad :(,"@412406 Oh no! We'd like to review any available options for these orders with you, please reach us here: https://t.co/hApLpMlfHN ^WM",AmazonHelp
@AmazonHelp package was ripped open and contents stolen... need to file a claim but seriously can't figure it out after an hour of trying,@734128 I'm sorry your order arrived like this. Was this shipped/fulfilled by Amazon or by a third-party seller: https://t.co/n9mlJYtkfR? ^CL,AmazonHelp
"Thanks for the email, @115821.

I had no idea my ""better half"" when on a shopping spree under my bank account.",@179070 I hope something nice was ordered for you aswell 😉 ^KM,AmazonHelp
Amazonで商品頼んで28日にはお届けするって書いてあったのに来ない。オコだよ,@622476 アマゾンです。ご迷惑をおかけしております。カスタマーサービスにて状況を確認させていただきますので、こちらのリンクよりお問い合わせください。https://t.co/NtNAX37Sr4 ET,AmazonHelp
@AmazonHelp I think you guys are going to lose the credentials for great shopping site because of poor amazon delivery - though AMZL US.. time to rethink..,"@680441 Sorry about this experience, Swaminathan.We never wanted you to face such an inconvenience. Please report this to our support team here: https://t.co/TdDksLo6Mf and we'll look into this. ^MK",AmazonHelp
Lolz @115850 @115821 this is such a wonderful discount. How did y'all ever ass your college years? @115851 https://t.co/OlcFnY0zgC,"@125408 Thanks for flagging, Neil. I will forward this to the concerned team internally and get this reviewed. ^NK",AmazonHelp
@117634 My Kindle won't connect to my Amazon account - can you help?,@795684 We're here to help if we can! Are you receiving an error message when you try to sign in? ^TR,AmazonHelp
@115830 is there really a technical problem where you can't look into my account. Iv had money taken that makes no sense,"@465795 Hey, sorry to hear that. What is the amount and the note on the account next to it? ^AT",AmazonHelp
Haven't received my order. Courier guys update wrong status - liars! No reply from customer service. #amazonsucks @115850 @115851 #?,@198936 Sorry about that. I'd like to help. Please fill in your details here: https://t.co/JzRdscmdH9 and I'll get in touch with you. ^AK,AmazonHelp
@AmazonHelp stop making fools. https://t.co/xjratoRKdj,@338759 be happy to help. 2/2 ^SH,AmazonHelp
"Thanks @115821 for sending me a Chinese face mask and snake oil skin whitener instead of DVDs, then forwarding me to an investigation team.","@475242 I'm sorry for the poor experience! When you spoke with us last, what information or options were given?  ^AG",AmazonHelp
"Didn't update my ios after the ios 11.0 update because I don't trust @115858 but now my Siri is getting slow af, barely responds or understands anything. It's better to do it manually than actually ask Siri to do it because it takes forever!","@707811 We can help out with Siri, but we will need to upate to the latest version of the iOS.  It will help us isolate the issue further.",AppleSupport
Is it a bug? @AppleSupport black line appears while using keyboard (seems line from iOS X 😂) #6s https://t.co/CrKsJdHiZT,@444937 We're excited to look into this with you. Could you let us know which version of iOS you have installed?,AppleSupport
@AppleSupport what the heck is up with my I️??? Make I️t stop please!!,@487596 Thanks for reaching out.  This workaround will help until this issue is resolved in a future update: https://t.co/xU1AGIa4ME,AppleSupport
My phone updated wasssup wit the boxes @AppleSupport,"@597458 Thanks for reaching out. If you're on iOS 11.1, try this: https://t.co/xU1AGHStV6 Questions? Feel free to send us a DM. https://t.co/GDrqU22YpT",AppleSupport
@AppleSupport my iPhone7+ is acting up since the new update. I's come across as a question mark in a box..anyone else having this problem?,@471175 Let’s take a look at what’s going on. Send us a DM with more information and we'll continue there. https://t.co/GDrqU22YpT,AppleSupport
@AppleSupport I have a seven plus and since I updated to iOS 11 I have not been able to use the calling ... https://t.co/XcmcgC4n03,@556532 You're in the right place! We know it's important to make and receive cellular calls. Please DM us the country you're in. https://t.co/GDrqU22YpT,AppleSupport
@AppleSupport @115858... can you explain why I’m still seeing boxes when I already updated my phone.??,@595277 Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 DM us if you still need help. https://t.co/GDrqU22YpT,AppleSupport
"@115858 my iPhone is running like crap and my Apple Watch isn’t working all that hot either, fix them","@433167 We'd love to help with both devices. Let us know what kind of behaviors you're seeing exactly, and any steps you've tried.",AppleSupport
WTF IS WRONG W MY IMESSAGES? IM TRYING TO TEXT MY INSTRUCTOR AND IT WONT GO THROUGH. I DONT HAVE TIME FOR THIS. ALSO I HATE @115858 😤😤😤,@291851 Thanks for reaching out. We're here to help. DM us so we can look into this further with you. https://t.co/GDrqU22YpT,AppleSupport
ios11 and this auto-brightness bullshit is driving me nuts 😡😡😡 @AppleSupport,@604851 We're here to help whenever possible. DM the specific issue you are having with Auto Brightness so we can help out. https://t.co/GDrqU22YpT,AppleSupport
Took so many pics today and they all grey.  Help 😭😭 @AppleSupport,@663235 We're here to help. Please DM us what Apple device you used to take these pictures to get started. https://t.co/GDrqU22YpT,AppleSupport
@AppleSupport This *I* bug is ridiculous.  Fix it.  Like NOW,@511695 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,AppleSupport
Hey @AppleSupport how long until the I️ is fixed. It’s stopped being amusing. #IHateAppleCore https://t.co/SF9q5i0UK7,"@695757 Thank you for reaching out to us. We know how important it is to have this resolved as quickly as possible. To start, have you updated your device to 11.1.1? You can update your device by following  these steps: https://t.co/80YRnjDFDk",AppleSupport
"@AppleSupport Hi, issue with iPhone7. It turned off and did a reboot sequence. Its now started without a touch screen or home button. :( https://t.co/ztz78ZFEn3",@322036 Let's team up to get this resolved. Get started by trying out these steps &amp; let us know the results: https://t.co/xqiXha6yeB,AppleSupport
*lot Apple fix this shit plz @115858 https://t.co/pWMTOUnFyh,@505226 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,AppleSupport
@AppleSupport Updated to new iOS fucking nightmare. Can’t touch screen without jumping all over the place.,@518546 Let's investigate the trouble you're having in DM. https://t.co/GDrqU22YpT,AppleSupport
"@AppleSupport
Are apps allowed to demand 5* reviews in return for unlocking features?","@258735 We'd love to help. Each app is different and the developers of the apps can request that information once the app is downloaded, but it is left to the discretion of the developer.",AppleSupport
@AppleSupport none of my notifications r coming through w the new update!!!! Super frustrating!!!!! Have checked my settings many times,"@486862 We want to help. What device is the issue occurring on? Also, since the issue began, has the device been restarted?",AppleSupport
@AppleSupport so is Apple Pay Cash live or not??? I should not have to go to internet forums to find an answer.,"@262998 We appreciate your interest in Apple Pay Person to Person Payments. If you're in the US, those features will require iOS 11.2 and will begin rolling out early next week.",AppleSupport
"Another issue with #IOS11 @AppleSupport , it doesn’t work with Apple TV",@465822 We'd be happy to see how we can help. What feature are you trying to use with your Apple TV?,AppleSupport
Literally had my phone on charge all day the battery is shocking @AppleSupport,@679757 Having reliable battery life is important! Let us help with the battery life on your iPhone. DM us your exact iOS version. We’ll continue working there. https://t.co/GDrqU22YpT,AppleSupport
